label,face,image,item-count,item-key
11 Whip,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/00f0b619-87bb-4c7a-b0f9-7cf315793867.png?alt=media&token=9a858614-62d6-4a78-99ce-7d2865ee9c06,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/11%20whip.png,1,type-0c3cecec-193f-49cc-94fd-193694ae3014
12 Birds,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/67fefd8a-e0ff-4075-b1ab-1555286dc65e.png?alt=media&token=edeff3fa-948f-4893-afe9-976a02253683,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/12%20birds.png,1,type-538cfd3e-acf7-492b-a880-20f16058e293
13 Child,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/4fa3e912-31bb-4135-9c3e-332901460e6d.png?alt=media&token=b57d5c50-941c-4d84-bdad-16e3f04c0169,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/13%20child.png,1,type-0690b790-07b5-4ea7-a735-b7b67999a462
14 Fox,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/80b247c3-0813-48b7-b683-fff44c1a95de.png?alt=media&token=d9a4c255-0c89-4694-8790-7d1ba9d8c455,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/14%20fox.png,1,type-c9277f58-971f-4df6-9049-a8c90feb4795
15 Bear,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/3363d275-fa88-4797-a7c1-42730bb480dd.png?alt=media&token=ade45a04-a87e-4210-b0af-e897b1215640,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/15%20bear.png,1,type-96f763ca-ab6a-4a13-aa8a-2965b6accc25
16 Stars,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/4ed9f0ba-2eee-4d8e-a403-650716bdb697.png?alt=media&token=64ef3ad0-0f59-42a2-bb1a-93b1e40a013e,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/16%20stars.png,1,type-b08f48b7-2c76-419e-a81b-471355dd8460
17 Stork,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/5277f477-6ed8-4841-8bc9-ab291456ffb9.png?alt=media&token=769a59f1-ab02-496e-a21b-eee72be371a8,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/17%20stork.png,1,type-36e85515-f635-47a4-a01a-7e33fb470bb2
18 Dog,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/d9be3653-40a4-4dbe-85b1-437b1dde00fc.png?alt=media&token=158f5788-4dc5-468b-95f5-f5b453c533fd,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/18%20dog.png,1,type-8199ab02-76cc-4b84-95d9-c2d503efcdb5
19 Tower,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/8cb5ed2b-5ab1-43b1-946a-97bf1aa27c7f.png?alt=media&token=acd7c4e7-4139-4317-a523-fd077d17c096,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/19%20tower.png,1,type-eb1d55d9-e4ab-4a3e-b5a4-7442957eef45
20 Garden,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/d6ff5c0f-1583-40d1-b605-3b91a988080a.png?alt=media&token=f8b5321c-86f9-427a-b3af-2c4c1a871043,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/20%20garden.png,1,type-621f028e-79bb-4442-a75a-094a362691d7
21 Mountain,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/37a59463-3367-4295-af54-84d630716916.png?alt=media&token=625f61bd-4672-492a-88b4-f7288e966dae,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/21%20mountain.png,1,type-22db30ae-9c63-47b3-8ed8-c0aeec274ff6
22 Paths,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/88fd949b-2805-4317-b75e-79bf505a7337.png?alt=media&token=b39d7d21-e80a-4f95-b3ee-c361e7878b3f,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/22%20paths.png,1,type-5f2eae4f-d983-4d6c-bb72-c2172ce4cf3e
23 Mice,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/6a0832f8-bce9-4f04-9255-cb34d052b895.png?alt=media&token=c175672a-94ae-4337-86b2-6a63a7a7d4a9,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/23%20mice.png,1,type-2af85d6e-185d-4f5b-ad49-19536dbbea68
24 Heart,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/234c5df4-eca7-4839-8702-e5b371273dd1.png?alt=media&token=68ad0346-a598-4e36-93eb-299f8a9e607a,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/24%20heart.png,1,type-f0ee458a-7e5f-450b-99f8-0c696e53760a
25 Ring,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/e0a1e1c1-825c-4628-8177-e60b234ac41c.png?alt=media&token=4c491e2e-e0c1-48ff-b635-6e5f7413e11c,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/25%20ring.png,1,type-3c00af48-deae-4f8f-9f17-a7ea39fc5781
26 Book,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/5308b387-4f2e-404c-9d05-0565beb98656.png?alt=media&token=fc68fc09-5ffc-4f78-9041-4352e45ecc48,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/26%20book.png,1,type-fd4f832a-a62b-49e1-b6f2-3bb36eb95a63
27 Letter,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/8cc1f83a-d823-46f8-a585-059c6b0caf4e.png?alt=media&token=e0a71739-0832-4e1e-b3f2-e68de3e1471e,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/27%20letter.png,1,type-0eb6d0f2-41a2-417c-9933-1210292740f4
28 The Gentleman,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/71ededb5-8ee6-4b77-8497-7a5af4c6f628.png?alt=media&token=9885fdcf-9aae-44f3-8f37-0314b5ed7500,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/28%20the%20gentleman.png,0,type-02380ce5-e32d-4bf3-9f54-1f0fe570bcf5
28 The Lady,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/e6834d53-1e13-4966-b3e9-0e99a67aae53.png?alt=media&token=cf0cdc16-f770-449e-b481-f7a6edfae2f4,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/28%20the%20lady.jpg,0,type-34c5757d-2a78-4acc-b232-ca97ddb0adf9
28 The Person,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/7634f3a4-26a6-439e-a96f-203f5a7b732f.png?alt=media&token=bed70f9a-ea38-4417-91f5-ce5dfa5cfd3d,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/28%20the%20person.png,1,type-fdd0ce4e-807d-4c00-98f9-cf46eae84f7b
29 The Gentleman,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/c5c1a70b-d5ee-40af-be68-e1bccb4bbf71.png?alt=media&token=e5defa16-0d7d-41c4-aace-e3a5b69e2f30,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/29%20the%20gentleman.jpg,0,type-feaf3771-94a2-45bd-b611-95bf0bf416e6
29 The Lady,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/7d6b8735-e220-4a82-995d-13f1e9f66a8a.png?alt=media&token=dae3005d-1315-4eed-80a8-4669902bb820,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/29%20the%20lady.png,0,type-0b972e6a-904f-4a34-a8d3-40c7cc96aff6
29 The Person,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/ef2d1e9c-187d-4f12-aed3-9e0114e2420a.png?alt=media&token=0b86a0e8-a7a8-4ada-97a4-da8c9aaebd64,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/29%20the%20person.jpg,1,type-005bd8b5-46c5-4263-b0a7-c0150f3c6d44
30 Lily,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/a1015bb2-85b1-4dad-a508-9515468ca895.png?alt=media&token=b097fd82-fdee-4f6d-a8ee-bacc99ffb192,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/30%20lily.png,1,type-434e294c-0cb1-46a5-86a4-e638525516b3
31 Sun,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/8da26aea-46f4-440e-931b-327a4a1b572b.png?alt=media&token=a5ac179e-98ef-4c1f-af93-b91597e45716,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/31%20sun.png,1,type-89e4ceab-3506-4c38-b34a-775f78c5d0be
32 Moon,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/d2353feb-c210-44e5-b0f3-b45a7456b51b.png?alt=media&token=f52a4a09-e6ef-4bd7-8720-8b27fb374022,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/32%20moon.png,1,type-36c86303-6812-412b-95ee-edf84dc312c8
33 Key,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/46b6060f-7302-4a6e-8427-1dd918eb18be.png?alt=media&token=e5f4d293-6ffd-45cb-bedc-01b8fae44409,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/33%20key.png,1,type-9ac704a2-80c6-4fbd-b0f5-272b1368ba8d
34 Fish,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/aec4bcbf-7756-4c7b-9048-ab7fb0fd9af5.png?alt=media&token=fd672207-d77b-4d44-b6cc-15851df1cb85,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/34%20fish.png,1,type-b82543ea-f196-4ed4-b4e8-3f623260c7ab
35 Anchor,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/6fa65640-4168-48ff-be2e-310097068e4a.png?alt=media&token=c96fde6f-c713-4427-a88c-4ebf99cb75e2,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/35%20anchor.png,1,type-d5e7f007-8fc7-4c38-a486-8d20c9d768f1
36 Albatross,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/51b6c3c7-d476-4d18-8cb4-3389cb208771.png?alt=media&token=76cee373-72e7-4050-b84d-0ff2d0f3fb5a,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/36%20albatross.jpg,1,type-8004442a-7f34-450f-89bb-781efaf1afac
36 Cross,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/84bef9d3-cc39-4d64-8f80-d8ac6832757d.png?alt=media&token=72831e3a-5c60-4277-accc-55ee6b4b059a,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/lenormand/36%20cross.png,0,type-1dd88d74-2600-4f54-9f05-b68796a118b7
