label,face,image,item-count,item-key
Dinosaur,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/c01cef1c-9025-42ad-8ff5-8788028d0476.png?alt=media&token=0db25d7b-56c8-45de-b51a-165113ad2ea9,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/dinosaur.png,0,type-045b2b29-d048-4e31-bf73-ec651af79a12
Door,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/cd864bec-2e3b-41eb-ae3d-f6de568c48e8.png?alt=media&token=78a95da7-7cb7-49ea-aa4f-a10a6c97dd61,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/door.png,1,type-77c6485b-9b93-47a0-803f-6eeeb2c84d23
Drain,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/34d75e82-3626-4a96-8de7-eb045969f53a.png?alt=media&token=85ce0236-ea26-47a0-811e-6e1badfac97a,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/drain.png,0,type-23808638-d525-4b36-b23a-f9f6fa36d7a7
Enoki,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/084dda8a-d0e6-4717-a26a-4f24484959f6.png?alt=media&token=ca1c0fde-8b33-4e34-9d19-46c159dca353,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/enoki.png,1,type-9723d55d-5ef2-4d14-9e52-a6af3ed1a8cf
Etching Press,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/9acd38c9-6b15-4142-b007-9c9b38e5924f.png?alt=media&token=0488153e-ee0e-4ae4-bd99-ed1eab620645,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/etching%20press.png,1,type-1e5ade76-ce11-40b5-a7de-fba97b2df577
Feather,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/43d2ec13-dd63-4ebc-b912-f0b74f78012d.png?alt=media&token=8b0ecd7e-c9a3-4b59-a086-dcb28ef69628,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/feather.png,1,type-e352bd0a-1f12-41c8-983e-d111e39e9391
Fig,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/f2dde356-8e5b-477a-9732-dfe5926cf4e9.png?alt=media&token=5721a75b-e9ba-4843-9c5d-3109424037e7,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/fig.png,1,type-63b47205-908f-4a08-86d0-921549960b79
Flamingos,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/05e36fcb-7c84-4c99-96e7-d4b245e3275b.png?alt=media&token=e11663cc-74a5-4519-8a90-cb93edc8359e,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/flamingos.png,0,type-5c13ca49-6879-48a4-a21e-5266322bdfd7
Gazebo,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/b03b105e-4513-4cf1-b228-6d84e977345a.png?alt=media&token=501e9388-5f0c-4665-8ed8-f44ffed6bd96,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/gazebo.png,1,type-f6f3b291-570d-4a83-947a-dbdf383e9911
Ghost,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/c380ea30-b9a0-4394-b733-0705b2032f0a.png?alt=media&token=ad8bd27c-123b-469c-ae48-fead3113cdbe,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/ghost.png,1,type-007f2811-b28c-4d4b-9492-68b99e9016a0
Giant Tooth,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/321be452-9cb7-4ecb-a103-a92eac47d20c.png?alt=media&token=67661f49-d2d3-43c7-8ad2-7a89e706ed6a,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/giant%20tooth.png,1,type-e42a976d-8792-4b73-9b3f-a4020baa0613
Goat,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/64710a39-d0c1-408c-85e1-f5373f37734f.png?alt=media&token=4dfeb19c-7af3-40bc-b816-cd7ffc247a65,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/goat.png,1,type-dcef5c0c-54e7-4f8d-aa13-a501334a526d
Hummingbirds,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/7c7433c2-b90e-42a0-a44e-b4d9f95428dc.png?alt=media&token=ea35d3b5-9856-4c0a-94ff-103000642ea2,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/hummingbirds.png,0,type-0bb7fe9b-1511-4506-a9b7-91de6b327799
Inkwell,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/66075d6a-085f-478d-9ed8-3aa8d150fd21.png?alt=media&token=4b941225-fc91-4dfb-8509-03aaa65cd9fd,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/inkwell.png,1,type-26386551-1ef7-4345-a627-57c0f85d740b
Lantern,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/b71f542e-6fdb-484e-8f67-bb029f2494ec.png?alt=media&token=a0c0296d-83ba-4e50-9a1f-6e9d50ff92eb,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/lantern.png,1,type-80a80c59-e481-412c-ad38-db767d1613a7
Lost Parrot,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/f98e2d4d-d6e0-4bfc-acce-9937eba08973.png?alt=media&token=aa32cd4f-cb1f-4e20-a61b-f3d436e0b019,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/lost%20parrot.png,1,type-85bb1c33-4894-4f85-bf61-5d2c31a99ca3
Mantis,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/ec08d59a-26c2-4b17-bcf6-6a8cfc716727.png?alt=media&token=6c84bfb1-2fb8-45a5-b93f-1256a3b3aeac,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/mantis.png,1,type-46c8c24d-e263-4669-bf92-3e1d166df8f0
Mantle,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/e016278c-4043-432d-a30d-2176f64ca690.png?alt=media&token=fa14e8b3-2fd5-46ec-9e84-bc096febb4e4,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/mantle.png,1,type-42e01eb7-ace3-4210-8bd3-1ae66b0d531e
Mites,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/30dbde0f-a75c-4818-a571-f28f880436ce.png?alt=media&token=b93e3ea6-e9ca-439b-b5f6-ae457d0095c4,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/mites.png,1,type-523a92f8-64e9-4097-ac5b-5b323d99a0c8
Morning Glory,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/7e8c3e6e-4266-409f-80e7-844eb32426f0.png?alt=media&token=b68bbca0-3ac0-4500-b08e-525705ecda61,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/morning%20glory.png,1,type-a3b6af27-b026-41dd-b0bc-b41ee2c849f4
Onion,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/708380fb-f613-4e88-b594-69b2a7c4b147.png?alt=media&token=cae3bb49-ef40-4d7f-aa97-94d36747a218,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/onion.png,1,type-2a9e0aad-427c-4c83-9d9f-3555e279d04a
Ostrich,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/b7561d84-c7c0-45c7-aaa6-721d071741ac.png?alt=media&token=046fd71f-d64b-4239-82e4-2b565a501f9f,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/ostrich.png,0,type-13567e32-0de6-41da-bbbe-2bb4deecbb64
Owl,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/ade2d218-73c8-4d8f-85fe-53a19328c5d5.png?alt=media&token=afb0ce75-eacb-4398-a563-6328732b2048,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/owl.png,1,type-1319901a-4a8c-4b89-b8d3-95a191857001
Paint Can,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/35a51306-bead-4873-b746-6816a7468639.png?alt=media&token=c1005ef3-b6d4-4c84-89d5-6571f61caea0,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/paint%20can.png,1,type-2fe0891f-c74b-4d89-a54a-aae6aebfb1ce
Phone Call,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/311d9d6a-57a7-4fb4-9018-0e82ca9fa178.png?alt=media&token=da6dc167-1fa5-4c63-af11-31c06b946185,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/phone%20call.png,1,type-a4aec12f-264e-4c7e-8d14-72131832a011
Pig,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/f5c4b2e0-c9f0-4bed-bc73-fd648330895d.png?alt=media&token=4fb6d259-694b-4493-ac4f-caadbcf7842a,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/pig.png,1,type-0375ec14-e178-478a-a781-763fbfa728c8
Plane,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/e05c5d71-86b4-4f59-a85e-72860dcc35fe.png?alt=media&token=629a319f-86e4-4ef5-b2fe-11c392790755,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/plane.png,1,type-08364edd-05f1-4fdf-bede-2fb37ed50674
Playing Cards,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/23766cd1-42a3-4746-84e7-835cf2c4f24c.png?alt=media&token=603597ce-a405-419d-addd-81debb1ec850,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/playing%20cards.png,0,type-696dcab9-e2d3-40ba-80c0-875d8ee5c6bc
Portal,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/1d2224ff-e177-4f76-bec0-a95d85e429cd.png?alt=media&token=a22d66bf-7a97-4246-bd8b-42c106a5fb1c,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/portal.png,1,type-c0d6dad8-a890-4c9a-b8a2-4b04619646cc
Rooster,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/7c9dc330-90f3-4fbd-bec0-77313ed386cf.png?alt=media&token=ce1c7547-4e55-4d01-bf00-01bc28996a1c,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/rooster.png,1,type-01bb65a0-7a40-4915-b372-add679a7eb7b
Runic Dice,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/6fc4b103-7bbd-4986-bb50-f676b479e364.png?alt=media&token=a51baa2e-09d4-4ad9-8594-6e38961a80fd,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/runic%20dice.png,0,type-4b562149-e369-4867-87aa-b064e6d240e8
Snail,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/273e77e3-e391-422a-925e-fd44fa0f0ca6.png?alt=media&token=790b5271-0720-4c32-9ca3-5e29368bac4f,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/snail.png,1,type-4319566f-8b6d-4e8b-be46-c25b5945eeef
Spoon,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/3b293fb8-55cb-4318-a0cd-2a17681d0c1f.png?alt=media&token=b9334d91-75d8-4d08-ab1e-e0c10e264d77,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/spoon.png,1,type-02b4118b-bb3d-4093-876d-92668116f30f
Stone Tablet,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/b7224b32-1a3a-4b03-9fa9-ff2ed1850a72.png?alt=media&token=d357490f-bf99-4f13-805b-38bd48d392b2,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/stone%20tablet.png,1,type-4d4f81a8-f414-4343-bc8e-98197c9796bc
Swing Set,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/6f7a60dd-7a1b-46d0-b8c3-bd026c3fa0e9.png?alt=media&token=0694b44e-a33b-45c1-8601-ef60fa798c3b,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/swing%20set.png,1,type-6fe5ed18-e9ef-4590-8921-04a7db9b19bf
Talisman,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/52edae18-00c8-4994-8911-ac3287e74a35.png?alt=media&token=03ff32dd-9ff6-4de0-9a40-58dd2f896fed,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/talisman.png,1,type-1259031e-150e-4852-8969-06e5fe0e2c9c
Tincture,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/03dcd290-7538-498a-8f84-a8f88586beaf.png?alt=media&token=84b6b8bc-0eab-432d-9aef-d43f2c919819,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/tincure.png,1,type-faa1bcfd-fcd3-4c5e-bcbe-322429417ed4
Willow Tree,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/40caedfd-dbc5-47a3-a7e9-8c3476c9f42f.png?alt=media&token=47659139-bef2-484b-9cb3-d6ebcc63f896,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/willow%20tree.png,1,type-62c3c43d-5818-457f-b78b-87135f4c8235
Wisteria,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/ab95dfb7-d2e2-447d-99e3-8fcbd0155e34.png?alt=media&token=f3a5d6d0-2f5f-40ef-84cd-819c6bf106db,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/wisteria.png,0,type-9a3c4e08-09b9-4430-8456-46b2090e5788
Yesterday's Coffee,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/9da094cb-fa8e-47ad-bde5-18910e96fe77.png?alt=media&token=49855cc9-2e5e-4ece-a7c4-4b5d42d7794d,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/oracle/yesterday's%20coffee.png,1,type-59ad4c61-211f-4332-8ad6-3d9cebc17c30
