label,face,image,item-count,item-key
Jera,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/bb0748d5-d575-43dd-9530-372570ec7151.png?alt=media&token=200258f4-544a-47e1-be27-f38448277c72,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/runes/jera.png,1,type-b093fc87-345e-4e1f-ac40-041a6362b42a
Kenaz,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/3ef99637-c59f-4f42-8e7e-888ca5cb1e42.png?alt=media&token=a930e6f5-9a87-4c6a-9acc-f4c5c97ef31b,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/runes/kenaz.png,1,type-f31521b6-72a5-49b2-b333-6bc570958f08
Laguz,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/3f68f5f5-8354-4bcc-ae60-a24e716396ca.png?alt=media&token=4b82029d-18d2-4759-acf4-f5023c7b880a,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/runes/laguz.png,1,type-854ec573-2932-4aca-9507-c3c552ab17a8
Mannaz,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/db57e147-a938-49df-80da-6c706ebd7e0a.png?alt=media&token=321f4956-f45a-45b1-ab4e-4a9e42a632f8,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/runes/mannaz.png,1,type-fc8d69c9-5efc-42ee-8496-3fd111bb65b7
Nauthiz,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/026b91a8-ca33-4b7e-99de-f105a9836658.png?alt=media&token=bc8cfb33-01c3-4af3-993e-4748a3022272,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/runes/nauthiz.png,1,type-dadc3717-272c-47ef-b04d-6900a1f8cf1d
Os,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/c9bad9da-8df4-4a06-9c3d-b0195651b83b.png?alt=media&token=60de5785-2a73-4b73-b19e-843545daebd8,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/runes/os.png,1,type-4e2e99bc-b7c5-4215-b8c4-1713e7681aa1
Othala,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/63fdfc50-53ba-4800-8b2e-a42f3290fa41.png?alt=media&token=8234d8cc-6acf-4235-a67c-d62f66074817,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/runes/othala.png,1,type-a2895714-d38a-4869-ba0a-febcd2784e1d
Perthro,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/c6e83d34-8b90-4764-948e-061332bd16df.png?alt=media&token=8ec7ca53-e75a-4e95-a6c4-94d2a73d66c3,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/runes/perthro.png,1,type-ceeb9c55-dfb1-464f-b634-1ffe8ff8168d
Raidho,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/0dc81560-2375-4bbb-ad31-b747e7807534.png?alt=media&token=4ef0d8b2-4063-4b89-9b4e-cab37052fea0,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/runes/raidho.png,1,type-0459ac35-0e9c-4f1a-9096-d9687d5412c6
Sowilo,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/6d1fee10-8749-4a46-8ef1-54310cc5d42b.png?alt=media&token=b25c0c57-82c9-4519-8a35-b0d96fffbde1,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/runes/sowilo.png,1,type-a3b6801c-39a3-4c30-8913-53e8a525f421
Stan,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/056c3b5b-0fba-473c-b230-a5e4f0d7bafa.png?alt=media&token=d66e6a45-fe66-416e-a6ef-544a5ca39a29,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/runes/stan.png,1,type-00e2b402-c6b3-430d-8f68-971f11aa8506
Thurisaz,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/779d1093-9cab-4c63-972a-8c0a9a97a2ed.png?alt=media&token=8e79aa8c-7c91-4886-bf1a-ae9cfd279711,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/runes/thurisaz.png,1,type-6616cc23-c32f-4ede-a39c-a030963c2cfd
Tiwaz,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/407564af-39b1-49b4-880b-8dcbbde6c23c.png?alt=media&token=b3b15d6c-1536-40e6-9a74-19923b2eef6d,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/runes/tiwaz.png,1,type-f005c991-ef81-4b57-9e97-ea7820b7efb1
Uruz,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/2cd116a0-ccb7-4f70-a8eb-5c136cf320de.png?alt=media&token=73101e70-d553-446b-8471-0d3ca16b55be,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/runes/uruz.png,1,type-a405a2f4-2fa5-49ed-a451-8c00ad2223e3
Wunjo,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/7eb0cc73-e867-4f18-b3b4-8881ef96c9e4.png?alt=media&token=42a99dd8-8dad-4f4a-9f38-af0a11e312ed,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/runes/wunjo.png,1,type-f7734903-8ebd-48cf-ae82-a20587411fba
Yr,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/fef4c29b-ea1d-4339-a685-28a88a64f8fc.png?alt=media&token=6f418689-c79a-4c1f-bd2c-200a6de8ce69,https://raw.githubusercontent.com/nolikoff/cards/refs/heads/main/green%20glyphs/runes/yr.png,1,type-ff5df818-f7fa-4bff-8481-99ed1e3e4f87
